item_id,rest_name,item_name,category,serving_size,calories,fat,sat_fat,trans_fat,cholesterol,sodium,carbohydrates,fiber,sugar,protein,allergens
228,Chick-Fil-A,Vanilla Iced Coffee,drink,661g,200,4,2.5,0,20,115,34,0,32,7,
229,Chick-Fil-A,Coca-Cola®,drink,584g,170,0,0,0,0,45,46,0,46,0,
230,Chick-Fil-A,Small Coca-Cola®,drink,451g,130,0,0,0,0,35,35,0,35,0,
231,Chick-Fil-A,Medium Coca-Cola®,drink,584g,170,0,0,0,0,45,46,0,46,0,
232,Chick-Fil-A,Large Coca-Cola®,drink,859g,250,0,0,0,0,65,68,0,68,0,
233,Chick-Fil-A,Dr Pepper®,drink,584g,170,0,0,0,0,50,44,0,44,0,
234,Chick-Fil-A,Small Dr Pepper®,drink,451g,130,0,0,0,0,40,34,0,34,0,
235,Chick-Fil-A,Medium Dr Pepper®,drink,584g,170,0,0,0,0,50,44,0,44,0,
236,Chick-Fil-A,Large Dr Pepper®,drink,859g,250,0,0,0,0,75,64,0,64,0,
237,Chick-Fil-A,Red Flash,drink,584g,180,0,0,0,0,45,48,0,48,0,
238,Chick-Fil-A,Small Red Flash,drink,451g,140,0,0,0,0,35,36,0,36,0,
239,Chick-Fil-A,Medium Red Flash,drink,584g,180,0,0,0,0,45,48,0,48,0,
240,Chick-Fil-A,Large Red Flash,drink,859g,260,0,0,0,0,70,70,0,70,0,
241,Chick-Fil-A,DASANI® Bottled Water,drink,479g,0,0,0,0,0,0,0,0,0,0,
242,Chick-Fil-A,Honest Kids® Apple Juice,drink,170g,35,0,0,0,0,15,9,0,8,0,
243,Chick-Fil-A,Simply Orange®,drink,326g,160,0,0,0,0,10,34,0,30,2,
244,Chick-Fil-A,1% Chocolate Milk,drink,198g,140,2,1.5,0,10,160,23,0,21,7,
245,Chick-Fil-A,1% Milk,drink,213g,90,2,1.5,0,10,105,10,0,10,7,
246,Chick-Fil-A,Coffee,drink,340g,0,0,0,0,0,10,0,0,0,0,
247,Chick-Fil-A,Seasonal Gallon Beverages,drink,3941g,2080,0,0,0,0,20,522,1,443,2,
248,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Sweet Tea, 1/2 Lemonade)",drink,3941g,2080,0,0,0,0,20,522,1,443,2,
249,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Unsweet Tea, 1/2 Lemonade)",drink,3941g,1270,0,0,0,0,20,314,1,235,2,
250,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Sweet Tea, 1/2 Diet Lemonade)",drink,3941g,1310,1,0,0,0,60,331,1,256,2,
251,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Unsweet Tea, 1/2 Diet Lemonade)",drink,3941g,510,1,0,0,0,60,123,1,48,2,
252,Chick-Fil-A,Gallon Cherry Berry Iced Tea (Sweet),drink,3941g,1760,0,0,0,0,20,442,0,382,0,
253,Chick-Fil-A,Gallon Cherry Berry Iced Tea (Unsweet),drink,3941g,290,0,0,0,0,20,64,0,5,0,
254,Chick-Fil-A,Gallon Cherry Berry Lemonade,drink,3941g,2470,0,0,0,0,20,622,3,517,4,
255,Chick-Fil-A,Gallon Cherry Berry Diet Lemonade,drink,3941g,770,1.5,0,0,0,115,195,2,100,3,
256,Chick-Fil-A,Gallon Beverages,drink,3884g,2190,0,0,0,0,0,562,3,516,4,
257,Chick-Fil-A,Gallon Chick-fil-A® Lemonade,drink,3884g,2190,0,0,0,0,0,562,3,516,4,
258,Chick-Fil-A,Gallon Chick-fil-A® Diet Lemonade,drink,3716g,460,1.5,0,0,0,95,126,2,91,3,
259,Chick-Fil-A,"Gallon Chick-fil-A® Lemonade (1/2 Lemonade, 1/2 Diet Lemonade)",drink,3989g,1390,0.5,0,0,0,40,389,1,350,1,
260,Chick-Fil-A,Gallon Freshly-Brewed Iced Tea Sweetened,drink,3996g,1510,0,0,0,0,0,391,0,391,0,
261,Chick-Fil-A,Gallon Freshly-Brewed Iced Tea Unsweetened,drink,3808g,0,0,0,0,0,0,0,0,0,0,
262,Chick-Fil-A,"Gallon Chick-fil-A® Iced Tea (1/2 Sweet Tea, 1/2 Unsweet Tea)",drink,3904g,790,0,0,0,0,0,205,0,205,0,
263,Chick-Fil-A,"Gallon Sunjoy® (1/2 Sweet Tea, 1/2 Lemonade)",drink,4176g,1970,0,0,0,0,0,506,2,481,2,
264,Chick-Fil-A,"Gallon Sunjoy® (1/2 Sweet Tea, 1/2 Diet Lemonade)",drink,3997g,1030,1,0,0,0,50,270,1,252,1,
265,Chick-Fil-A,"Gallon Sunjoy® (1/2 Unsweet Tea, 1/2 Lemonade)",drink,3898g,1170,0,0,0,0,0,301,2,276,2,
266,Chick-Fil-A,"Gallon Sunjoy® (1/2 Unsweet Tea, 1/2 Diet Lemonade)",drink,3719g,240,1,0,0,0,50,65,1,47,1,
267,Chick-Fil-A,Bag of Ice,other,28g,0,0,0,0,0,0,0,0,0,0,
268,Chick-Fil-A,Ice Products,other,298g,0,0,0,0,0,0,0,0,0,0,
269,Chick-Fil-A,Medium Cup of Ice,other,298g,0,0,0,0,0,0,0,0,0,0,
270,Chick-Fil-A,Bag of Ice,other,28g,0,0,0,0,0,0,0,0,0,0,
271,Chick-Fil-A,Peach Tea Beverages,other,654g,160,0,0,0,0,0,42,0,42,0,
272,Chick-Fil-A,Peach Tea,other,654g,160,0,0,0,0,0,42,0,42,0,
273,Chick-Fil-A,Peach Unsweet Tea,other,654g,15,0,0,0,0,0,4,0,4,0,
274,Chick-Fil-A,Barbeque Sauce,other,28g,45,0,0,0,0,200,11,0,9,0,
275,Chick-Fil-A,Chick-fil-A® Sauce,other,28g,140,13,2,0,10,170,6,0,6,0,
276,Chick-Fil-A,Garden Herb Ranch Sauce,other,21g,100,11,2,0,10,170,1,0,0,0,
277,Chick-Fil-A,Honey Mustard Sauce,other,28g,50,0,0,0,0,160,11,0,10,0,
278,Chick-Fil-A,Polynesian Sauce,other,28g,110,6,1,0,0,210,14,0,13,0,
279,Chick-Fil-A,Sweet & Spicy Sriracha Sauce,other,28g,45,0,0,0,0,380,11,0,10,0,
280,Chick-Fil-A,Zesty Buffalo Sauce,other,21g,25,2.5,0,0,5,570,1,0,0,0,
281,Chick-Fil-A,Honey Roasted BBQ Sauce,other,12g,60,5,1,0,5,75,3,0,2,0,
282,Chick-Fil-A,Avocado Lime Ranch Dressing,other,57g,310,32,5,0,25,520,3,1,2,1,
283,Chick-Fil-A,Creamy Salsa Dressing,other,57g,290,31,5,0,25,630,2,0,1,1,
284,Chick-Fil-A,Fat-Free Honey Mustard Dressing,other,57g,90,0,0,0,0,330,22,1,18,0,
285,Chick-Fil-A,Garden Herb Ranch Dressing,other,57g,280,29,5,0,25,440,2,0,1,1,
286,Chick-Fil-A,Light Balsamic Vinaigrette Dressing,other,57g,80,4,0.5,0,0,360,10,0,9,0,
287,Chick-Fil-A,Light Italian Dressing,other,57g,25,1,0,0,0,470,3,0,2,0,
288,Chick-Fil-A,Zesty Apple Cider Vinaigrette Dressing,other,56g,230,19,3,0,0,450,16,0,14,0,
289,Chick-Fil-A,Gluten Free Bun,other,79g,180,3.5,0,0,0,400,37,2,7,3,
290,Chick-Fil-A,Buttery White Bun,other,60g,180,6,1,0,0,240,29,1,4,5,
291,Chick-Fil-A,Multigrain Brioche Bun,other,71g,210,4.5,1,0,0,310,38,3,7,7,
292,Chick-Fil-A,White Bun (Unbuttered),other,54g,150,1,0,0,0,240,28,1,4,5,
293,Chick-Fil-A,Grilled Breakfast Filet,other,50g,60,1,0,0,40,420,0,0,0,13,
294,Chick-Fil-A,Bacon,other,10g,50,3.5,1.5,0,10,210,0,0,0,4,
295,Chick-Fil-A,Chick-fil-A® Breakfast Filet,other,71g,160,8,1.5,0,45,750,8,0,2,15,
296,Chick-Fil-A,Sausage,other,57g,240,22,8,0,35,430,1,0,0,11,
297,Chick-Fil-A,Spicy Breakfast Filet,other,71g,150,7,1.5,0,40,810,7,0,1,15,
298,Chick-Fil-A,Grilled Filet,other,84g,110,2,0,0,70,370,1,0,1,21,
299,Chick-Fil-A,Spicy Filet,other,120g,280,13,2.5,0,65,1390,16,1,2,23,
300,Chick-Fil-A,Chick-fil-A® Filet,other,115g,250,12,2.5,0,70,1120,12,0,1,24,
301,Chick-Fil-A,Blue Cheese Crumbles,other,9g,30,2.5,1.5,0,10,110,0,0,0,2,
302,Chick-Fil-A,Chili Lime Pepitas,other,14g,80,7,1,0,0,50,2,1,0,4,
303,Chick-Fil-A,Crispy Bell Peppers,other,14g,80,6,0,0,0,75,6,0,0,1,
304,Chick-Fil-A,Harvest Nut Granola,other,14g,70,2,0,0,0,35,10,0,4,1,
305,Chick-Fil-A,Roasted Nut Blend,other,10g,70,6,0.5,0,0,0,2,1,1,1,
306,Chick-Fil-A,Seasoned Tortilla Strips,other,14g,70,4,0,0,0,55,8,1,0,1,
307,Chick-Fil-A,Bacon,other,10g,50,3.5,1.5,0,10,210,0,0,0,4,
308,Chick-Fil-A,Lettuce,other,20g,5,0,0,0,0,5,1,0,0,0,
309,Chick-Fil-A,Tomato,other,30g,5,0,0,0,0,0,1,0,1,0,
310,Chick-Fil-A,American Cheese,other,14g,50,4.5,2.5,0,15,230,1,0,0,3,
311,Chick-Fil-A,Colby Jack Cheese,other,21g,80,7,4,0,20,140,0,0,0,5,
312,Chick-Fil-A,Pepper Jack Cheese,other,21g,80,6,4,0,20,140,0,0,0,4,
313,Chick-Fil-A,Saltines,other,12g,50,1,0,0,0,180,9,0,0,1,
314,Chick-Fil-A,Grilled Chicken Bundle  (per sandwich),other,234g,460,18,8,0,120,1070,32,3,8,41,
315,Chick-Fil-A,Pretzel Cheddar Club Grilled Bundle  (per bundle),other,262g,500,18,7,0,110,940,46,2,6,38,
316,Chick-Fil-A,Hot Chick-fil-A® Nugget Trays,other,14g,30,1.5,0,0,10,150,1,0,0,3,
317,Chick-Fil-A,Small Hot Chick-fil-A® Nuggets Tray  (per nugget),other,14g,30,1.5,0,0,10,150,1,0,0,3,
318,Chick-Fil-A,Medium Hot Chick-fil-A® Nuggets Tray  (per nugget),other,14g,30,1.5,0,0,10,150,1,0,0,3,
319,Chick-Fil-A,Large Hot Chick-fil-A® Nuggets Tray  (per nugget),other,14g,30,1.5,0,0,10,150,1,0,0,3,
320,Chick-Fil-A,30 ct Chick-fil-A® Nuggets Heart-Shaped Tray  (per tray),other,425g,950,43,9,0,315,4550,41,0,4,100,
321,Chick-Fil-A,Chilled Chick-fil-A® Nugget Trays,other,14g,30,1.5,0,0,10,150,1,0,0,3,
322,Chick-Fil-A,Small Chilled Chick-fil-A® Nuggets Tray  (per nugget),other,14g,30,1.5,0,0,10,150,1,0,0,3,
323,Chick-Fil-A,Medium Chilled Chick-fil-A® Nuggets Tray  (per nugget),other,14g,30,1.5,0,0,10,150,1,0,0,3,
324,Chick-Fil-A,Large Chilled Chick-fil-A® Nuggets Tray  (per nugget),other,14g,30,1.5,0,0,10,150,1,0,0,3,
325,Chick-Fil-A,Hot Chick-n-Strips® Trays,other,47g,110,5,1,0,25,300,6,0,1,10,
326,Chick-Fil-A,Small Hot Chick-n-Strips® Tray  (per chick-n-strip),other,47g,110,5,1,0,25,300,6,0,1,10,
327,Chick-Fil-A,Medium Hot Chick-n-Strips® Tray  (per chick-n-strip),other,47g,110,5,1,0,25,300,6,0,1,10,
328,Chick-Fil-A,Large Hot Chick-n-Strips® Tray  (per chick-n-strip),other,47g,110,5,1,0,25,300,6,0,1,10,
329,Chick-Fil-A,Chilled Chick-n-Strips® Trays,other,47g,110,5,1,0,25,300,6,0,1,10,
330,Chick-Fil-A,Small Chilled Chick-n-Strips® (Cooked & Chilled for Later) Tray  (per chick-n-strip),other,47g,110,5,1,0,25,300,6,0,1,10,
331,Chick-Fil-A,Medium Chilled Chick-n-Strips® (Cooked & Chilled for Later) Tray  (per chick-n-strip),other,47g,110,5,1,0,25,300,6,0,1,10,
332,Chick-Fil-A,Large Chilled Chick-n-Strips® (Cooked & Chilled for Later) Tray  (per chick-n-strip),other,47g,110,5,1,0,25,300,6,0,1,10,
333,Chick-Fil-A,Chilled Grilled Chicken Sub Sandwich Tray,other,115g,220,6,2.5,0,45,490,25,2,4,18,
334,Chick-Fil-A,Small Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),other,115g,220,6,2.5,0,45,490,25,2,4,18,
335,Chick-Fil-A,Medium Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),other,115g,220,6,2.5,0,45,490,25,2,4,18,
336,Chick-Fil-A,Large Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),other,115g,220,6,2.5,0,45,490,25,2,4,18,
337,Chick-Fil-A,Spicy Chilled Grilled Chicken Sub Sandwich Tray,other,115g,220,6,2.5,0,40,660,25,2,5,16,
338,Chick-Fil-A,Small Spicy Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),other,115g,220,6,2.5,0,40,660,25,2,5,16,
339,Chick-Fil-A,Medium Spicy Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),other,115g,220,6,2.5,0,40,660,25,2,5,16,
340,Chick-Fil-A,Large Spicy Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),other,115g,220,6,2.5,0,40,660,25,2,5,16,
341,Chick-Fil-A,Chick-fil-A® Cool Wrap Trays,other,116g,170,7,2,0,45,450,15,6,1,21,
342,Chick-Fil-A,Small Chick-fil-A® Cool Wrap Tray  (per half wrap),other,116g,170,7,2,0,45,450,15,6,1,21,
343,Chick-Fil-A,Medium Chick-fil-A® Cool Wrap Tray  (per half wrap),other,116g,170,7,2,0,45,450,15,6,1,21,
344,Chick-Fil-A,Large Chick-fil-A® Cool Wrap Tray  (per half wrap),other,116g,170,7,2,0,45,450,15,6,1,21,
345,Chick-Fil-A,Southwest Veggie Wrap Trays,other,128g,170,8,3,0,10,310,17,8,2,13,
346,Chick-Fil-A,Small Southwest Veggie Wrap Tray  (per half wrap),other,128g,170,8,3,0,10,310,17,8,2,13,
347,Chick-Fil-A,Medium Southwest Veggie Wrap Tray  (per half wrap),other,128g,170,8,3,0,10,310,17,8,2,13,
348,Chick-Fil-A,Large Southwest Veggie Wrap Tray  (per half wrap),other,128g,170,8,3,0,10,310,17,8,2,13,
349,Chick-Fil-A,Spicy Cool Wrap® Trays,other,116g,170,7,2,0,40,630,15,7,2,20,
350,Chick-Fil-A,Small Spicy Cool Wrap® Tray  (per half wrap),other,116g,170,7,2,0,40,630,15,7,2,20,
351,Chick-Fil-A,Medium Spicy Cool Wrap® Tray  (per half wrap),other,116g,170,7,2,0,40,630,15,7,2,20,
352,Chick-Fil-A,Large Spicy Cool Wrap® Tray  (per half wrap),other,116g,170,7,2,0,40,630,15,7,2,20,
353,Chick-Fil-A,Fruit Tray,other,1446g,780,0,0,0,0,0,182,29,134,8,
354,Chick-Fil-A,Small Fruit Tray  (per tray),other,1446g,780,0,0,0,0,0,182,29,134,8,
355,Chick-Fil-A,Large Fruit Tray  (per tray),other,2948g,1580,0,0,0,0,0,369,58,273,16,
356,Chick-Fil-A,Mac & Cheese Tray,other,2482g,4930,312,178,3.5,750,13030,308,31,36,221,
357,Chick-Fil-A,Small Mac & Cheese Tray  (per tray),other,2482g,4930,312,178,3.5,750,13030,308,31,36,221,
358,Chick-Fil-A,Large Mac & Cheese Tray  (per tray),other,4964g,9850,625,355,7,1500,26060,616,63,71,442,
359,Chick-Fil-A,Garden Salad Tray,other,595g,310,18,11,0.5,55,420,20,9,11,19,
360,Chick-Fil-A,Small Garden Salad Tray  (per tray),other,595g,310,18,11,0.5,55,420,20,9,11,19,
361,Chick-Fil-A,Large Garden Salad Tray  (per tray),other,1191g,630,36,23,1,110,850,41,17,21,38,
362,Chick-Fil-A,Kale Crunch Side Tray,other,610g,1160,87,9,0,0,1420,77,23,42,30,
363,Chick-Fil-A,Small Kale Crunch Side Tray  (per tray),other,610g,1160,87,9,0,0,1420,77,23,42,30,
364,Chick-Fil-A,Large Kale Crunch Side Tray  (per tray),other,1332g,2440,182,20,1,0,3080,166,49,92,63,
365,Chick-Fil-A,Chocolate Chunk Cookie Tray,other,78g,370,17,9,0,15,230,49,3,26,5,
366,Chick-Fil-A,Small Chocolate Chunk Cookie Tray  (per cookie),other,78g,370,17,9,0,15,230,49,3,26,5,
367,Chick-Fil-A,Large Chocolate Chunk Cookie Tray  (per cookie),other,78g,370,17,9,0,15,230,49,3,26,5,
368,Chick-Fil-A,Chocolate Fudge Brownie Tray,other,43g,190,10,4,0,35,70,23,1,18,2,
369,Chick-Fil-A,Small Chocolate Fudge Brownie Tray  (per brownie half),other,43g,190,10,4,0,35,70,23,1,18,2,
370,Chick-Fil-A,Large Chocolate Fudge Brownie Tray  (per brownie half),other,43g,190,10,4,0,35,70,23,1,18,2,
371,Chick-Fil-A,Cookie & Brownie Tray,other,60g,280,14,7,0,25,150,36,2,22,3,
372,Chick-Fil-A,Small Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray  (per cookie/ per brownie half),other,60g,280,14,7,0,25,150,36,2,22,3,
373,Chick-Fil-A,Large Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray  (per cookie/ per brownie half),other,60g,280,14,7,0,25,150,36,2,22,3,
374,Chick-Fil-A,Chick-fil-A® Chicken Sandwich,other,183g,420,18,3.5,0,70,1460,41,1,6,29,
375,Chick-Fil-A,Spicy Chicken Sandwich,other,188g,450,19,4,0,65,1730,45,1,6,28,
376,Chick-Fil-A,Chick-fil-A® Nuggets,other,113g,250,11,2.5,0,85,1210,11,0,1,27,
377,Chick-Fil-A,5 ct Chick-fil-A® Nuggets,other,71g,160,7,1.5,0,50,760,7,0,1,17,
378,Chick-Fil-A,8 ct Chick-fil-A® Nuggets,other,113g,250,11,2.5,0,85,1210,11,0,1,27,
379,Chick-Fil-A,12 ct Chick-fil-A® Nuggets,other,170g,380,17,3.5,0,125,1820,16,0,1,40,
380,Chick-Fil-A,Chilled Grilled Chicken Sub Sandwich,other,230g,500,17,6,0,95,1055,52,5,11,36,
381,Chick-Fil-A,Spicy Chilled Grilled Chicken Sub Sandwich,other,230g,500,17,6,0,90,1405,53,5,11,34,
382,Chick-Fil-A,Seasonal Gallon Beverages,other,3941g,2080,0,0,0,0,20,522,1,443,2,
383,Chick-Fil-A,Gallon Cherry Berry Lemonade,other,3941g,2470,0,0,0,0,20,622,3,517,4,
384,Chick-Fil-A,Gallon Cherry Berry Diet Lemonade,other,3941g,770,1.5,0,0,0,115,195,2,100,3,
385,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Sweet Tea, 1/2 Lemonade)",other,3941g,2080,0,0,0,0,20,522,1,443,2,
386,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Unsweet Tea, 1/2 Lemonade)",other,3941g,1270,0,0,0,0,20,314,1,235,2,
387,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Sweet Tea, 1/2 Diet Lemonade)",other,3941g,1310,1,0,0,0,60,331,1,256,2,
388,Chick-Fil-A,"Gallon Cherry Berry Sunjoy® (1/2 Unsweet Tea, 1/2 Diet Lemonade)",other,3941g,510,1,0,0,0,60,123,1,48,2,
389,Chick-Fil-A,Gallon Cherry Berry Iced Tea (Sweet),other,3941g,1760,0,0,0,0,20,442,0,382,0,
390,Chick-Fil-A,Gallon Cherry Berry Iced Tea (Unsweet),other,3941g,290,0,0,0,0,20,64,0,5,0,
391,Chick-Fil-A,Gallon Freshly-Brewed Iced Tea Sweetened,other,3996g,1510,0,0,0,0,0,391,0,391,0,
392,Chick-Fil-A,Gallon Freshly-Brewed Iced Tea Unsweetened,other,3808g,0,0,0,0,0,0,0,0,0,0,
393,Chick-Fil-A,"Gallon Chick-fil-A® Iced Tea (1/2 Sweet Tea, 1/2 Unsweet Tea)",other,3904g,790,0,0,0,0,0,205,0,205,0,
394,Chick-Fil-A,Gallon Chick-fil-A® Lemonade,other,3884g,2190,0,0,0,0,0,562,3,516,4,
395,Chick-Fil-A,Gallon Chick-fil-A® Diet Lemonade,other,3716g,460,1.5,0,0,0,95,126,2,91,3,
396,Chick-Fil-A,"Gallon Chick-fil-A® Lemonade (1/2 Lemonade, 1/2 Diet Lemonade)",other,3989g,1390,0.5,0,0,0,40,389,1,350,1,
397,Chick-Fil-A,"Gallon Sunjoy® (1/2 Sweet Tea, 1/2 Lemonade)",other,4176g,1970,0,0,0,0,0,506,2,481,2,
398,Chick-Fil-A,"Gallon Sunjoy® (1/2 Sweet Tea, 1/2 Diet Lemonade)",other,3997g,1030,1,0,0,0,50,270,1,252,1,
399,Chick-Fil-A,"Gallon Sunjoy® (1/2 Unsweet Tea, 1/2 Lemonade)",other,3898g,1170,0,0,0,0,0,301,2,276,2,
400,Chick-Fil-A,"Gallon Sunjoy® (1/2 Unsweet Tea, 1/2 Diet Lemonade)",other,3719g,240,1,0,0,0,50,65,1,47,1,
401,Chick-Fil-A,DASANI® Bottled Water,other,479g,0,0,0,0,0,0,0,0,0,0,
402,Chick-Fil-A,Simply Orange®,other,326g,160,0,0,0,0,10,34,0,30,2,
403,Chick-Fil-A,Bottled Sweet Tea,other,506g,190,0,0,0,0,0,50,0,49,0,
404,Chick-Fil-A,Bottled Unsweet Tea,other,486g,30,0,0,0,0,5,9,0,6,0,
405,Chick-Fil-A,Bottled Lemonade,other,520g,280,0,0,0,0,10,73,0,69,0,
406,Chick-Fil-A,Bottled Diet Lemonade,other,492g,60,0,0,0,0,10,17,0,12,0,
407,Chick-Fil-A,Honest Kids® Apple Juice,other,170g,35,0,0,0,0,15,9,0,8,0,
408,Chick-Fil-A,1% Milk,other,213g,90,2,1.5,0,10,105,10,0,10,7,
409,Chick-Fil-A,1% Chocolate Milk,other,198g,140,2,1.5,0,10,160,23,0,21,7,
410,Chick-Fil-A,Bag of Ice,other,28g,0,0,0,0,0,0,0,0,0,0,
411,Chick-Fil-A,Ice Scoop,other,0g,0,0,0,0,0,0,0,0,0,0,
412,Chick-Fil-A,Ice Bucket and Scoop,other,0g,0,0,0,0,0,0,0,0,0,0,
413,Chick-Fil-A,Catering Coffee,other,2722g,0,0,0,0,0,80,0,0,0,0,



